parcel_number,siteaddr,tca,city,school_dist,land_value_2026,imp_value_2026,total_value_2026,taxable_value_2026,exemption_from_year,exemption_to_year,levy_rate_2026
9010810470,4907 MAIN ST UNIT 303,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"65,800","764,400","830,200","65,800",2022,2029,10.876416053020
9010810480,4907 MAIN ST UNIT 304,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"62,500","744,700","807,200","62,500",2022,2029,10.876416053020
9010810490,4907 MAIN ST UNIT 305,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"59,600","706,300","765,900","59,600",2022,2029,10.876416053020
9010810500,4907 MAIN ST UNIT 306,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"57,800","682,300","740,100","57,800",2022,2029,10.876416053020
9010810510,4907 MAIN ST UNIT 307,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"57,800","682,300","740,100","57,800",2022,2029,10.876416053020
9010810520,4907 MAIN ST UNIT 308,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"57,800","682,300","740,100","57,800",2022,2029,10.876416053020
9010810530,4907 MAIN ST UNIT 309,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"78,800","865,500","944,300","78,800",2022,2029,10.876416053020
9010810540,4907 MAIN ST UNIT 310,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"164,000","2,119,900","2,283,900","164,000",2022,2029,10.876416053020
9010810550,4907 MAIN ST UNIT 312,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"63,100","775,200","838,300","63,100",2022,2029,10.876416053020
9010810560,4907 MAIN ST UNIT 313,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"70,800","829,900","900,700","70,800",2022,2029,10.876416053020
9010810570,4907 MAIN ST UNIT 314,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"75,400","888,600","964,000","75,400",2022,2029,10.876416053020
9010810580,4907 MAIN ST UNIT 315,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"79,000","935,600","1,014,600","79,000",2022,2029,10.876416053020
9010810590,4907 MAIN ST UNIT 316,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"86,700","1,023,200","1,109,900","86,700",2022,2029,10.876416053020
9010810600,4907 MAIN ST UNIT 317,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"66,100","766,800","832,900","66,100",2022,2029,10.876416053020
9010810610,4907 MAIN ST UNIT 318,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"73,100","859,300","932,400","73,100",2022,2029,10.876416053020
9010810620,4907 MAIN ST UNIT 319,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"80,300","951,500","1,031,800","80,300",2022,2029,10.876416053020
9010810630,4907 MAIN ST UNIT 320,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"88,100","1,029,600","1,117,700","88,100",2022,2029,10.876416053020
9010810640,4907 MAIN ST UNIT 321,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"94,900","1,117,800","1,212,700","94,900",2022,2029,10.876416053020
9010810650,4907 MAIN ST UNIT 322,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"101,500","1,223,800","1,325,300","101,500",2022,2029,10.876416053020
9010810660,4907 MAIN ST UNIT 401,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"97,800","1,128,400","1,226,200","97,800",2023,2030,10.876416053020
9010810670,4907 MAIN ST UNIT 402,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"81,100","841,700","922,800","81,100",2023,2030,10.876416053020
9010810680,4907 MAIN ST UNIT 403,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"126,600","1,288,700","1,415,300","126,600",2023,2030,10.876416053020
9010810690,4907 MAIN ST UNIT 405,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"108,800","1,099,900","1,208,700","108,800",2023,2030,10.876416053020
9010810700,4907 MAIN ST UNIT 406,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"72,400","757,900","830,300","72,400",2023,2030,10.876416053020
9010810710,4907 MAIN ST UNIT 407,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"115,800","1,166,000","1,281,800","115,800",2023,2030,10.876416053020
9010810720,4907 MAIN ST UNIT 409,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"126,700","1,346,700","1,473,400","126,700",2023,2030,10.876416053020
9010810730,4907 MAIN ST UNIT 410,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"166,800","1,861,800","2,028,600","166,800",2023,2030,10.876416053020
9010810740,4907 MAIN ST UNIT 411,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"137,000","1,360,500","1,497,500","137,000",2023,2030,10.876416053020
9010810750,4907 MAIN ST UNIT 412,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"94,100","1,017,900","1,112,000","94,100",2023,2030,10.876416053020
9010810760,4907 MAIN ST UNIT 413,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"101,700","1,104,400","1,206,100","101,700",2023,2030,10.876416053020
9010810770,4907 MAIN ST UNIT 414,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"81,100","831,600","912,700","81,100",2023,2030,10.876416053020
9010810780,4907 MAIN ST UNIT 415,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"88,300","934,900","1,023,200","88,300",2023,2030,10.876416053020
9010810790,4907 MAIN ST UNIT 416,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"95,700","1,039,500","1,135,200","95,700",2023,2030,10.876416053020
9010810800,4907 MAIN ST UNIT 417,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"103,500","1,128,900","1,232,400","103,500",2023,2030,10.876416053020
9010810810,4907 MAIN ST UNIT 418,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"109,900","1,220,200","1,330,100","109,900",2023,2030,10.876416053020
9010810820,4907 MAIN ST UNIT 419,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"111,500","1,302,400","1,413,900","111,500",2023,2030,10.876416053020
9010810830,4907 MAIN ST UNIT 501,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"85,000","871,900","956,900","85,000",2023,2030,10.876416053020
9010810840,4907 MAIN ST UNIT 502,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"76,300","834,000","910,300","76,300",2023,2030,10.876416053020
9010810850,4907 MAIN ST UNIT 503,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"103,700","922,300","1,026,000","103,700",2023,2030,10.876416053020
9010810860,4907 MAIN ST UNIT 504,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"90,200","753,600","843,800","90,200",2023,2030,10.876416053020
9010810870,4907 MAIN ST UNIT 505,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"105,000","966,500","1,071,500","105,000",2023,2030,10.876416053020
9010810880,4907 MAIN ST UNIT 506,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"140,800","1,456,200","1,597,000","140,800",2023,2030,10.876416053020
9010810890,4907 MAIN ST UNIT 508,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"124,600","1,249,200","1,373,800","124,600",2023,2030,10.876416053020
9010810900,4907 MAIN ST UNIT 509,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"96,300","842,200","938,500","96,300",2023,2030,10.876416053020
9010810910,4907 MAIN ST UNIT 510,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"127,700","1,272,400","1,400,100","127,700",2023,2030,10.876416053020
9010810920,4907 MAIN ST UNIT 510.75,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"45,400","413,000","458,400","45,400",2023,2030,10.876416053020
9010810930,4907 MAIN ST UNIT 511,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"141,000","1,523,500","1,664,500","141,000",2023,2030,10.876416053020
9010810940,4907 MAIN ST UNIT 512,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"120,600","1,203,800","1,324,400","120,600",2023,2030,10.876416053020
9010810950,4907 MAIN ST UNIT 513,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"98,800","903,600","1,002,400","98,800",2023,2030,10.876416053020
9010810960,4907 MAIN ST UNIT 514,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"96,300","855,000","951,300","96,300",2023,2030,10.876416053020
9010810970,4907 MAIN ST UNIT 515,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"103,100","939,500","1,042,600","103,100",2023,2030,10.876416053020
9010810980,4907 MAIN ST UNIT 516,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"110,700","1,050,600","1,161,300","110,700",2023,2030,10.876416053020
9010810990,4907 MAIN ST UNIT 517,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"118,200","1,159,400","1,277,600","118,200",2023,2030,10.876416053020
9010811000,4907 MAIN ST UNIT 518,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"125,100","1,269,400","1,394,500","125,100",2023,2030,10.876416053020
9010811010,4907 MAIN ST UNIT 519,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"101,000","951,600","1,052,600","101,000",2023,2030,10.876416053020
9010811020,4907 MAIN ST UNIT 520,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"75,000","708,000","783,000","75,000",2023,2030,10.876416053020
9010811030,4907 MAIN ST UNIT 521,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"73,200","661,100","734,300","73,200",2023,2030,10.876416053020
9010811040,4907 MAIN ST UNIT 522,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"73,200","661,100","734,300","73,200",2023,2030,10.876416053020
9010811050,4907 MAIN ST UNIT 523,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"73,200","661,100","734,300","73,200",2023,2030,10.876416053020
9010811060,4907 MAIN ST UNIT 524,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"73,100","661,100","734,200","73,100",2023,2030,10.876416053020
9010811070,4907 MAIN ST UNIT 525,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"51,400","520,600","572,000","51,400",2023,2030,10.876416053020
9010811080,4907 MAIN ST UNIT 526,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"68,600","614,900","683,500","68,600",2023,2030,10.876416053020
9010811090,4907 MAIN ST UNIT 527,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"68,600","614,900","683,500","68,600",2023,2030,10.876416053020
9010811100,4907 MAIN ST UNIT 528,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"68,600","614,900","683,500","68,600",2023,2030,10.876416053020
9010811110,4907 MAIN ST UNIT 601,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"82,200","875,500","957,700","82,200",2023,2030,10.876416053020
9010811120,4907 MAIN ST UNIT 602,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"74,400","836,600","911,000","74,400",2023,2030,10.876416053020
9010811130,4907 MAIN ST UNIT 603,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"81,800","852,900","934,700","81,800",2023,2030,10.876416053020
9010811140,4907 MAIN ST UNIT 604,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"61,400","709,200","770,600","61,400",2023,2030,10.876416053020
9010811150,4907 MAIN ST UNIT 605,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"76,200","914,500","990,700","76,200",2023,2030,10.876416053020
9010811160,4907 MAIN ST UNIT 606,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"73,500","866,800","940,300","73,500",2023,2030,10.876416053020
9010811170,4907 MAIN ST UNIT 607,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"70,800","831,200","902,000","70,800",2023,2030,10.876416053020
9010811180,4907 MAIN ST UNIT 608,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"67,500","790,200","857,700","67,500",2023,2030,10.876416053020
9010811190,4907 MAIN ST UNIT 609,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"105,000","1,278,300","1,383,300","105,000",2023,2030,10.876416053020
9010811200,4907 MAIN ST UNIT 611,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"93,000","1,029,500","1,122,500","93,000",2023,2030,10.876416053020
9010811210,4907 MAIN ST UNIT 612,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"126,000","1,560,900","1,686,900","126,000",2023,2030,10.876416053020
9010811220,4907 MAIN ST UNIT 613,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"93,500","1,105,000","1,198,500","93,500",2023,2030,10.876416053020
9010811230,4907 MAIN ST UNIT 614,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"70,300","835,300","905,600","70,300",2023,2030,10.876416053020
9010811240,4907 MAIN ST UNIT 615,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"67,700","790,000","857,700","67,700",2023,2030,10.876416053020
9010811250,4907 MAIN ST UNIT 616,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"74,400","877,900","952,300","74,400",2023,2030,10.876416053020
9010811260,4907 MAIN ST UNIT 617,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"82,200","978,200","1,060,400","82,200",2023,2030,10.876416053020
9010811270,4907 MAIN ST UNIT 618,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"89,700","1,077,100","1,166,800","89,700",2023,2030,10.876416053020
9010811280,4907 MAIN ST UNIT 619,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"96,500","1,166,100","1,262,600","96,500",2023,2030,10.876416053020
9010811290,4907 MAIN ST UNIT 620,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"72,900","891,900","964,800","72,900",2023,2030,10.876416053020
9010811300,4907 MAIN ST UNIT 621,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"62,300","643,600","705,900","62,300",2023,2030,10.876416053020
9010811310,4907 MAIN ST UNIT 622,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"61,000","597,500","658,500","61,000",2023,2030,10.876416053020
9010811320,4907 MAIN ST UNIT 623,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"61,000","597,500","658,500","61,000",2023,2030,10.876416053020
9010811330,4907 MAIN ST UNIT 624,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"61,000","597,500","658,500","61,000",2023,2030,10.876416053020
9010811340,4907 MAIN ST UNIT 625,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"67,000","603,600","670,600","67,000",2023,2030,10.876416053020
9010811350,4907 MAIN ST UNIT 626,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"51,400","494,100","545,500","51,400",2023,2030,10.876416053020
9010811360,4907 MAIN ST UNIT 627,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"64,000","620,100","684,100","64,000",2023,2030,10.876416053020
9010811370,4907 MAIN ST UNIT 628,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"63,700","620,400","684,100","63,700",2023,2030,10.876416053020
9010811380,4907 MAIN ST UNIT 629,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"63,700","620,400","684,100","63,700",2023,2030,10.876416053020
9010811390,4907 MAIN ST UNIT 630,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"63,700","620,400","684,100","63,700",2023,2030,10.876416053020
9010811400,4907 MAIN ST UNIT 631,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"63,700","620,400","684,100","63,700",2023,2030,10.876416053020
9010811410,4907 MAIN ST UNIT 701,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"82,200","876,200","958,400","82,200",2023,2030,10.876416053020
9010811420,4907 MAIN ST UNIT 702,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"74,400","837,300","911,700","74,400",2023,2030,10.876416053020
9010811430,4907 MAIN ST UNIT 703,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"81,800","853,600","935,400","81,800",2023,2030,10.876416053020
9010811440,4907 MAIN ST UNIT 704,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"61,400","709,800","771,200","61,400",2023,2030,10.876416053020
9010811450,4907 MAIN ST UNIT 705,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"76,200","903,100","979,300","76,200",2023,2030,10.876416053020
9010811460,4907 MAIN ST UNIT 706,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"73,500","879,500","953,000","73,500",2023,2030,10.876416053020
9010811470,4907 MAIN ST UNIT 707,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"70,800","843,900","914,700","70,800",2023,2030,10.876416053020
9010811480,4907 MAIN ST UNIT 708,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"67,500","790,800","858,300","67,500",2023,2030,10.876416053020
9010811490,4907 MAIN ST UNIT 709,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"67,500","790,800","858,300","67,500",2023,2030,10.876416053020
9010811500,4907 MAIN ST UNIT 710,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"64,600","752,200","816,800","64,600",2023,2030,10.876416053020
9010811510,4907 MAIN ST UNIT 711,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"62,200","731,000","793,200","62,200",2023,2030,10.876416053020
9010811520,4907 MAIN ST UNIT 712,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"122,000","1,617,000","1,739,000","122,000",2023,2030,10.876416053020
9010811530,4907 MAIN ST UNIT 713,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"93,500","1,105,800","1,199,300","93,500",2023,2030,10.876416053020
9010811540,4907 MAIN ST UNIT 714,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"70,300","823,800","894,100","70,300",2023,2030,10.876416053020
9010811550,4907 MAIN ST UNIT 715,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"67,700","790,600","858,300","67,700",2023,2030,10.876416053020
9010811560,4907 MAIN ST UNIT 716,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"74,400","878,500","952,900","74,400",2023,2030,10.876416053020
9010811570,4907 MAIN ST UNIT 717,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"82,200","979,000","1,061,200","82,200",2023,2030,10.876416053020
9010811580,4907 MAIN ST UNIT 718,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"89,700","1,078,000","1,167,700","89,700",2023,2030,10.876416053020
9010811590,4907 MAIN ST UNIT 719,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"96,500","1,167,000","1,263,500","96,500",2023,2030,10.876416053020
9010811600,4907 MAIN ST UNIT 720,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"72,900","892,600","965,500","72,900",2023,2030,10.876416053020
9010811610,4907 MAIN ST UNIT 721,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"62,300","644,200","706,500","62,300",2023,2030,10.876416053020
9010811620,4907 MAIN ST UNIT 722,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"61,000","598,100","659,100","61,000",2023,2030,10.876416053020
9010811630,4907 MAIN ST UNIT 723,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"61,000","598,100","659,100","61,000",2023,2030,10.876416053020
9010811640,4907 MAIN ST UNIT 724,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"61,000","610,100","671,100","61,000",2023,2030,10.876416053020
9010811650,4907 MAIN ST UNIT 725,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"67,000","592,000","659,000","67,000",2023,2030,10.876416053020
9010811660,4907 MAIN ST UNIT 726,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"51,400","494,600","546,000","51,400",2023,2030,10.876416053020
9010811670,4907 MAIN ST UNIT 727,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"64,000","620,700","684,700","64,000",2023,2030,10.876416053020
9010811680,4907 MAIN ST UNIT 728,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"63,700","621,000","684,700","63,700",2023,2030,10.876416053020
9010811690,4907 MAIN ST UNIT 729,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"63,700","621,000","684,700","63,700",2023,2030,10.876416053020
9010811700,4907 MAIN ST UNIT 730,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"63,700","621,000","684,700","63,700",2023,2030,10.876416053020
9010811710,4907 MAIN ST UNIT 731,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"63,700","621,000","684,700","63,700",2023,2030,10.876416053020
9010811720,4907 MAIN ST UNIT 801,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"82,200","876,900","959,100","82,200",2023,2030,10.876416053020
9010811730,4907 MAIN ST UNIT 802,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"74,400","837,900","912,300","74,400",2023,2030,10.876416053020
9010811740,4907 MAIN ST UNIT 803,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"81,600","862,700","944,300","81,600",2023,2030,10.876416053020
9010811750,4907 MAIN ST UNIT 804,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"61,500","785,400","846,900","61,500",2023,2030,10.876416053020
9010811760,4907 MAIN ST UNIT 805,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"76,200","915,900","992,100","76,200",2023,2030,10.876416053020
9010811770,4907 MAIN ST UNIT 806,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"73,500","868,100","941,600","73,500",2023,2030,10.876416053020
9010811780,4907 MAIN ST UNIT 807,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"70,800","844,600","915,400","70,800",2023,2030,10.876416053020
9010811790,4907 MAIN ST UNIT 808,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"67,500","791,500","859,000","67,500",2023,2030,10.876416053020
9010811800,4907 MAIN ST UNIT 809,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"105,100","1,294,300","1,399,400","105,100",2023,2030,10.876416053020
9010811810,4907 MAIN ST UNIT 811,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"92,800","1,028,700","1,121,500","92,800",2023,2030,10.876416053020
9010811820,4907 MAIN ST UNIT 812,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"124,500","1,587,700","1,712,200","124,500",2023,2030,10.876416053020
9010811830,4907 MAIN ST UNIT 813,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"93,500","1,106,700","1,200,200","93,500",2023,2030,10.876416053020
9010811840,4907 MAIN ST UNIT 814,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"70,300","824,500","894,800","70,300",2023,2030,10.876416053020
9010811850,4907 MAIN ST UNIT 815,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"67,700","791,200","858,900","67,700",2023,2030,10.876416053020
9010811860,4907 MAIN ST UNIT 816,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"74,400","879,200","953,600","74,400",2023,2030,10.876416053020
9010811870,4907 MAIN ST UNIT 817,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"82,200","979,700","1,061,900","82,200",2023,2030,10.876416053020
9010811880,4907 MAIN ST UNIT 818,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"89,700","1,078,800","1,168,500","89,700",2023,2030,10.876416053020
9010811890,4907 MAIN ST UNIT 819,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"96,500","1,167,800","1,264,300","96,500",2023,2030,10.876416053020
9010811900,4907 MAIN ST UNIT 820,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"72,900","893,200","966,100","72,900",2023,2030,10.876416053020
9010811910,4907 MAIN ST UNIT 821,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"62,300","644,800","707,100","62,300",2023,2030,10.876416053020
9010811920,4907 MAIN ST UNIT 822,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"61,000","598,600","659,600","61,000",2023,2030,10.876416053020
9010811930,4907 MAIN ST UNIT 823,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"61,000","598,600","659,600","61,000",2023,2030,10.876416053020
9010811940,4907 MAIN ST UNIT 824,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"61,000","598,600","659,600","61,000",2023,2030,10.876416053020
9010811950,4907 MAIN ST UNIT 825,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"67,000","604,700","671,700","67,000",2023,2030,10.876416053020
9010811960,4907 MAIN ST UNIT 826,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"51,400","495,000","546,400","51,400",2023,2030,10.876416053020
9010811970,4907 MAIN ST UNIT 827,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"64,000","621,300","685,300","64,000",2023,2030,10.876416053020
9010811980,4907 MAIN ST UNIT 828,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"63,700","621,600","685,300","63,700",2023,2030,10.876416053020
9010811990,4907 MAIN ST UNIT 829,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"63,700","621,600","685,300","63,700",2023,2030,10.876416053020
9010812000,4907 MAIN ST UNIT 830,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"63,700","621,600","685,300","63,700",2023,2030,10.876416053020
9010812010,4907 MAIN ST UNIT 831,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"63,700","621,600","685,300","63,700",2023,2030,10.876416053020
9011130010,4002 10TH ST SE UNIT B-101,096,CITY/TOWN OF PUYALLUP,SD #003 PUYALLUP,"76,000","209,100","285,100","76,000",2026,2033,9.815777556247
9011130020,4002 10TH ST SE UNIT B-102,096,CITY/TOWN OF PUYALLUP,SD #003 PUYALLUP,"76,000","209,300","285,300","76,000",2026,2033,9.815777556247
9011130040,4002 10TH ST SE UNIT B-201,096,CITY/TOWN OF PUYALLUP,SD #003 PUYALLUP,"76,000","209,600","285,600","76,000",2026,2033,9.815777556247
9011130050,4002 10TH ST SE UNIT B-202,096,CITY/TOWN OF PUYALLUP,SD #003 PUYALLUP,"76,000","207,700","283,700","76,000",2026,2033,9.815777556247
9011130060,4002 10TH ST SE UNIT B-203,096,CITY/TOWN OF PUYALLUP,SD #003 PUYALLUP,"76,000","207,200","283,200","76,000",2026,2033,9.815777556247
9011130070,4002 10TH ST SE UNIT B-204,096,CITY/TOWN OF PUYALLUP,SD #003 PUYALLUP,"76,000","210,600","286,600","76,000",2026,2033,9.815777556247
9100000010,641 N PINE ST,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"308,700","786,000","1,094,700","496,240",2024,2035,10.876416053020
9100000903,611 S ANDERSON ST,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"224,700","1,515,400","1,740,100","224,700",2024,2035,10.876416053020
9100000905,617 S ANDERSON ST,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"207,800","650,700","858,500","207,800",2024,2035,10.876416053020
9120000210,4026 S PINE ST,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"298,800","1,314,600","1,613,400","298,800",2018,2029,10.876416053020
9120000538,4329 S CEDAR ST,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"131,200","1,200,700","1,331,900","131,200",2022,2033,10.876416053020
9120000580,4326 S JUNETT ST,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"350,100","3,660,600","4,010,700","350,100",2025,2036,10.876416053020
9225000491,5816 162ND AVE E,117,CITY/TOWN OF SUMNER,SD #320 SUMNER,"5,639,800","25,212,900","30,852,700","5,639,800",2025,2036,11.876485942690
9225000513,5903 TO 5921 162ND AVE E,117,CITY/TOWN OF SUMNER,SD #320 SUMNER,"3,410,800","11,096,300","14,507,100","3,410,800",2025,2036,11.876485942690
9710001743,3825 S JUNETT ST,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"781,000","5,107,900","5,888,900","781,000",2018,2029,10.876416053020
9820000020,9615 BRISTOL DR SW,760,CITY/TOWN OF LAKEWOOD,SD #400 CLOVER PARK,"334,200","1,140,000","1,474,200","334,200",2026,2037,9.335653473765
